Altium Designer Pick and Place Locations
C:\git\solarmagic\texas_2\Project Outputs\Pick Place for SM3320-BATT-EV(CS_OUT).csv

========================================================================================================================
File Design Information:

Date:       24/06/22
Time:       19:16
Revision:   Not in VersionControl
Variant:    CS_OUT
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"D2_e","SS210","TopLayer","DO-214AC","68.5000","51.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","52.0000","70.4000","52.0000"
"D2_f","SS210","TopLayer","DO-214AC","68.5000","26.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","27.0000","70.4000","27.0000"
"D3_a","SS210","TopLayer","DO-214AC","46.5000","83.5500","360","D - DIODE - SCHOTTKY - 100V - 2A","46.5000","83.5000","44.6000","83.5000"
"D3_b","SS210","TopLayer","DO-214AC","56.5000","83.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","83.5000","58.4000","83.5000"
"D3_c","SS210","TopLayer","DO-214AC","56.5000","78.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","78.5000","58.4000","78.5000"
"D3_d","SS210","TopLayer","DO-214AC","56.6000","73.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.6000","73.5000","58.5000","73.5000"
"D3_e","SS210","TopLayer","DO-214AC","56.5000","68.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","68.5000","58.4000","68.5000"
"D3_f","SS210","TopLayer","DO-214AC","46.5000","78.5500","360","D - DIODE - SCHOTTKY - 100V - 2A","46.5000","78.5000","44.6000","78.5000"
"D3","N4148WS","TopLayer","SOD-323","187.6000","63.3000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","187.6000","63.3000","187.6000","62.2000"
"D4_a","SS210","TopLayer","DO-214AC","46.5000","27.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","46.5000","27.0000","44.6000","27.0000"
"D4_b","SS210","TopLayer","DO-214AC","56.5000","26.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","27.0000","58.4000","27.0000"
"D4_c","SS210","TopLayer","DO-214AC","56.5000","31.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","32.0000","58.4000","32.0000"
"D4_d","SS210","TopLayer","DO-214AC","56.5000","36.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","37.0000","58.4000","37.0000"
"D4_e","SS210","TopLayer","DO-214AC","56.5000","41.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","56.5000","42.0000","58.4000","42.0000"
"D4_f","SS210","TopLayer","DO-214AC","46.5000","32.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","46.5000","32.0000","44.6000","32.0000"
"D4","N4148WS","TopLayer","SOD-323","186.5000","46.5000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","186.5000","46.5000","186.5000","47.6000"
"D5","N4148WS","TopLayer","SOD-323","184.5000","63.3000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","184.5000","63.3000","184.5000","62.2000"
"D6","N4148WS","TopLayer","SOD-323","184.0000","46.5000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","184.0000","46.5000","184.0000","47.6000"
"Dtg2","SS210","TopLayer","DO-214AC","169.0000","39.1500","180","D - DIODE - SCHOTTKY - 100V - 2A","169.0000","39.2000","170.9000","39.2000"
"Dbg2","SS210","TopLayer","DO-214AC","168.5000","54.9500","360","D - DIODE - SCHOTTKY - 100V - 2A","168.5000","54.9000","166.6000","54.9000"
"Dbg1","SS210","TopLayer","DO-214AC","168.5000","70.5500","360","D - DIODE - SCHOTTKY - 100V - 2A","168.5000","70.5000","166.6000","70.5000"
"Dtg1","SS210","TopLayer","DO-214AC","169.0000","86.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","169.0000","86.5000","170.9000","86.5000"
"D14","SS210","TopLayer","DO-214AC","154.9500","41.0000","90","D - DIODE - SCHOTTKY - 100V - 2A","155.0000","41.0000","155.0000","39.1000"
"D15","SS210","TopLayer","DO-214AC","155.0500","69.0000","270","D - DIODE - SCHOTTKY - 100V - 2A","155.0000","69.0000","155.0000","70.9000"
"D_1A_G","ZMM5V6-M","TopLayer","DO-213AA","235.2000","55.4000","270","D - DIODE - ZENER - 5.6V - 500mW","235.2000","55.4000","235.2000","57.4000"
"D_1A","N4148WS","TopLayer","SOD-323","234.8000","61.4000","180","D - DIODE - FAST TRR - 100V - 150mA - 4ns","234.8000","61.4000","235.9000","61.4000"
"D_1B_G","ZMM5V6-M","TopLayer","DO-213AA","238.0000","55.4000","270","D - DIODE - ZENER - 5.6V - 500mW","238.0000","55.4000","238.0000","57.4000"
"D_1B","N4148WS","TopLayer","SOD-323","238.4000","61.4000","360","D - DIODE - FAST TRR - 100V - 150mA - 4ns","238.4000","61.4000","237.3000","61.4000"
"D_CLAMP_1","ZMM5V6-M","TopLayer","DO-213AA","86.0000","80.1000","360","D - DIODE - ZENER - 5.6V - 500mW","86.0000","80.1000","84.0000","80.1000"
"D_CLAMP_2","ZMM5V6-M","TopLayer","DO-213AA","86.0000","77.1000","180","D - DIODE - ZENER - 5.6V - 500mW","86.0000","77.1000","88.0000","77.1000"
"D_CLAMP_3","ZMM5V6-M","TopLayer","DO-213AA","86.0000","74.1000","360","D - DIODE - ZENER - 5.6V - 500mW","86.0000","74.1000","84.0000","74.1000"
"D_CLAMP_4","ZMM5V6-M","TopLayer","DO-213AA","86.0000","71.1000","180","D - DIODE - ZENER - 5.6V - 500mW","86.0000","71.1000","88.0000","71.1000"
"D_CLAMP_5","ZMM5V6-M","TopLayer","DO-213AA","86.0000","68.1000","360","D - DIODE - ZENER - 5.6V - 500mW","86.0000","68.1000","84.0000","68.1000"
